	domain	comment	source_corpus
889	kamenjar.com	ok	MaCoCu-HBS-1.0
890	fightchannel.hr	ok	MaCoCu-HBS-1.0
891	istrazime.com	ok	MaCoCu-HBS-1.0
892	regionalni.com	ok	MaCoCu-HBS-1.0
893	putovanja.nomago.hr	ok	MaCoCu-HBS-1.0
894	webgradnja.hr	ok	MaCoCu-HBS-1.0
895	racing.hr	ok	MaCoCu-HBS-1.0
896	nba.pulsmedia.hr	ok	MaCoCu-HBS-1.0
897	saiorg.hr	ok	MaCoCu-HBS-1.0
898	virogena.hr	ok	MaCoCu-HBS-1.0
899	nepoznatizagreb.blog.hr	ok	MaCoCu-HBS-1.0
900	selca.hr	ok	MaCoCu-HBS-1.0
901	deckardovkutak.wordpress.com	ok	MaCoCu-HBS-1.0
902	svjosip-zenica.com	ok	MaCoCu-HBS-1.0
903	mobis.hr	ok	MaCoCu-HBS-1.0
904	samsung.com	ok	MaCoCu-HBS-1.0
905	bswireless.hr	ok	MaCoCu-HBS-1.0
906	mi3dot.org	ok	MaCoCu-HBS-1.0
907	eclectica.hr	ok	MaCoCu-HBS-1.0
908	iskrica.com	ok	MaCoCu-HBS-1.0
909	moscroatia.com	ok	MaCoCu-HBS-1.0
910	tomislavjonjic.iz.hr	ok	MaCoCu-HBS-1.0
911	extravagant.com.hr	ok	MaCoCu-HBS-1.0
912	sestre-scj.hr	ok	MaCoCu-HBS-1.0
913	ekologija.hr	ok	MaCoCu-HBS-1.0
914	halo-doktore.hr	ok	MaCoCu-HBS-1.0
915	potlista.com	ok	MaCoCu-HBS-1.0
916	dormeo.com.hr	ok	MaCoCu-HBS-1.0
917	seljaci.org	ok	MaCoCu-HBS-1.0
918	reci.hr	ok	MaCoCu-HBS-1.0
919	najboljeuhrvatskoj.info	ok	MaCoCu-HBS-1.0
920	hr.izzi.digital	ok	MaCoCu-HBS-1.0
921	ecb.europa.eu	ok	MaCoCu-HBS-1.0
922	meblo.hr	ok	MaCoCu-HBS-1.0
923	amdg.eu	ok	MaCoCu-HBS-1.0
924	poriluk.com	ok	MaCoCu-HBS-1.0
925	homemadebyb.blogspot.com	ok	MaCoCu-HBS-1.0
926	okusi.eu	ok	MaCoCu-HBS-1.0
927	svartberg.org	ok	MaCoCu-HBS-1.0
928	living-democracy.com	ok	MaCoCu-HBS-1.0
929	autopress.hr	ok	MaCoCu-HBS-1.0
930	mrak.org	ok	MaCoCu-HBS-1.0
931	vodic.dazd.hr	ok	MaCoCu-HBS-1.0
932	europskaunija.yolasite.com	ok	MaCoCu-HBS-1.0
933	strazarni-lopov.blogspot.com	ok	MaCoCu-HBS-1.0
934	cvrcakvt.hr	ok	MaCoCu-HBS-1.0
935	pustopoljina.net	ok	MaCoCu-HBS-1.0
936	forum.malivlakovi.com.hr	ok	MaCoCu-HBS-1.0
937	rpasd.hr	ok	MaCoCu-HBS-1.0
938	naelektrisaniguster.blog.hr	ok	MaCoCu-HBS-1.0
939	ljekarna-pablo.hr	ok	MaCoCu-HBS-1.0
940	nasiljudi-gentenostra.hr	ok	MaCoCu-HBS-1.0
941	frama-hercegovina.com	ok	MaCoCu-HBS-1.0
942	make-up.hr	ok	MaCoCu-HBS-1.0
943	travel-advisor.eu	ok	MaCoCu-HBS-1.0
944	adrialece.hr	ok	MaCoCu-HBS-1.0
945	split-techcity.com	ok	MaCoCu-HBS-1.0
946	dux-nekretnine.hr	ok	MaCoCu-HBS-1.0
947	umn-split.hr	ok	MaCoCu-HBS-1.0
948	cosmo2503.blogspot.com	ok	MaCoCu-HBS-1.0
949	droid.hr	ok	MaCoCu-HBS-1.0
950	zemris.fer.hr	ok	MaCoCu-HBS-1.0
951	blogeri.gelender.hr	ok	MaCoCu-HBS-1.0
952	nikon.hr	ok	MaCoCu-HBS-1.0
953	cro-eu.com	ok	MaCoCu-HBS-1.0
954	klikni.hr	ok	MaCoCu-HBS-1.0
955	falis.com.hr	ok	MaCoCu-HBS-1.0
956	opereta.hr	ok	MaCoCu-HBS-1.0
957	livecamcroatia.com	ok	MaCoCu-HBS-1.0
958	libri.hr	ok	MaCoCu-HBS-1.0
959	nachtfresser.blog.hr	ok	MaCoCu-HBS-1.0
960	moja-dijeta.com.hr	ok	MaCoCu-HBS-1.0
961	budidobro.com	ok	MaCoCu-HBS-1.0
962	iep.hr	ok	MaCoCu-HBS-1.0
963	tower-center-rijeka.hr	ok	MaCoCu-HBS-1.0
964	perzepolis.hr	ok	MaCoCu-HBS-1.0
965	forum.cazin.net	ok	MaCoCu-HBS-1.0
966	bsk-zmaj.hr	ok	MaCoCu-HBS-1.0
967	oie.hr	ok	MaCoCu-HBS-1.0
968	webstrategija.com	ok	MaCoCu-HBS-1.0
969	top-lista.hr	ok	MaCoCu-HBS-1.0
970	lib.irb.hr	ok	MaCoCu-HBS-1.0
971	arhiva.mobilnost.hr	ok	MaCoCu-HBS-1.0
972	macke.hr	ok	MaCoCu-HBS-1.0
973	hr.johnnybet.com	ok	MaCoCu-HBS-1.0
974	astrologijatarot.com	ok	MaCoCu-HBS-1.0
975	sodnapraksa.si	ok	MaCoCu-SI-1.0
976	slo-tech.com	ok	MaCoCu-SI-1.0
977	dkom.si	ok	MaCoCu-SI-1.0
978	uradni-list.si	ok	MaCoCu-SI-1.0
979	rtvslo.si	ok	MaCoCu-SI-1.0
980	pisrs.si	ok	MaCoCu-SI-1.0
981	radiostudent.si	ok	MaCoCu-SI-1.0
982	www2.gov.si	ok	MaCoCu-SI-1.0
983	ringaraja.net	ok	MaCoCu-SI-1.0
984	primorske.si	ok	MaCoCu-SI-1.0
985	sodisce.si	ok	MaCoCu-SI-1.0
986	monitor.si	ok	MaCoCu-SI-1.0
987	regionalobala.si	ok	MaCoCu-SI-1.0
988	zurnal24.si	ok	MaCoCu-SI-1.0
989	mladina.si	ok	MaCoCu-SI-1.0
990	publishwall.si	ok	MaCoCu-SI-1.0
991	siol.net	ok	MaCoCu-SI-1.0
992	tax-fin-lex.si	ok	MaCoCu-SI-1.0
993	nl.ijs.si	ok	MaCoCu-SI-1.0
994	casnik.si	ok	MaCoCu-SI-1.0
995	dnevnik.si	ok	MaCoCu-SI-1.0
996	slv.acousticbiotech.com	ok	MaCoCu-SI-1.0
997	novice.svet24.si	ok	MaCoCu-SI-1.0
998	politikis.si	ok	MaCoCu-SI-1.0
999	nova24tv.si	ok	MaCoCu-SI-1.0
1000	portalplus.si	ok	MaCoCu-SI-1.0
1001	www2.arnes.si	ok	MaCoCu-SI-1.0
1002	elektronik.si	ok	MaCoCu-SI-1.0
1003	pozitivke.net	ok	MaCoCu-SI-1.0
1004	govorise.metropolitan.si	ok	MaCoCu-SI-1.0
1005	joker.muzej.si	ok	MaCoCu-SI-1.0
1006	deloindom.delo.si	ok	MaCoCu-SI-1.0
1007	lex-localis.info	ok	MaCoCu-SI-1.0
1008	racunovodja.com	ok	MaCoCu-SI-1.0
1009	vsi.si	ok	MaCoCu-SI-1.0
1010	us-rs.si	ok	MaCoCu-SI-1.0
1011	onaplus.delo.si	ok	MaCoCu-SI-1.0
1012	mojaobcina.si	ok	MaCoCu-SI-1.0
1013	vzajemnost.si	ok	MaCoCu-SI-1.0
1014	enarocanje.si	ok	MaCoCu-SI-1.0
1015	viva.si	ok	MaCoCu-SI-1.0
1016	alter.si	ok	MaCoCu-SI-1.0
1017	pesjanar.si	ok	MaCoCu-SI-1.0
1018	moj-letak.si	ok	MaCoCu-SI-1.0
1019	1zavse.si	ok	MaCoCu-SI-1.0
1020	beta.publishwall.si	ok	MaCoCu-SI-1.0
1021	mojmojster.net	ok	MaCoCu-SI-1.0
1022	pogledi.delo.si	ok	MaCoCu-SI-1.0
1023	radio.ognjisce.si	ok	MaCoCu-SI-1.0
1024	citymagazine.si	ok	MaCoCu-SI-1.0
1025	radio1.si	ok	MaCoCu-SI-1.0
1026	bos.zrc-sazu.si	ok	MaCoCu-SI-1.0
1027	znanjesveta.com	ok	MaCoCu-SI-1.0
1028	old.delo.si	ok	MaCoCu-SI-1.0
1029	matejzalar.si	ok	MaCoCu-SI-1.0
1030	mtb-forum.si	ok	MaCoCu-SI-1.0
1031	micna.slovenskenovice.si	ok	MaCoCu-SI-1.0
1032	sloski.si	ok	MaCoCu-SI-1.0
1033	fran.si	ok	MaCoCu-SI-1.0
1034	viri.cjvt.si	ok	MaCoCu-SI-1.0
1035	gov.si	ok	MaCoCu-SI-1.0
1036	mladipodjetnik.si	ok	MaCoCu-SI-1.0
1037	pesem.si	ok	MaCoCu-SI-1.0
1038	moja-lekarna.com	ok	MaCoCu-SI-1.0
1039	zofijini.net	ok	MaCoCu-SI-1.0
1040	paranoid.si	ok	MaCoCu-SI-1.0
1041	delo.si	ok	MaCoCu-SI-1.0
1042	kulinarika.net	ok	MaCoCu-SI-1.0
1043	tabla.mtb.si	ok	MaCoCu-SI-1.0
1044	locutio.si	ok	MaCoCu-SI-1.0
1045	forum.zevs.si	ok	MaCoCu-SI-1.0
1046	nogomania.com	ok	MaCoCu-SI-1.0
1047	predlagam.vladi.si	ok	MaCoCu-SI-1.0
1048	revija.ognjisce.si	ok	MaCoCu-SI-1.0
1049	iusinfo.si	ok	MaCoCu-SI-1.0
1050	docplayer.si	ok	MaCoCu-SI-1.0
1051	maribor24.si	ok	MaCoCu-SI-1.0
1052	vestnik.si	ok	MaCoCu-SI-1.0
1053	kamnik.si	ok	MaCoCu-SI-1.0
1054	instore.si	ok	MaCoCu-SI-1.0
1055	zelenaslovenija.si	ok	MaCoCu-SI-1.0
1056	zaveza.si	ok	MaCoCu-SI-1.0
1057	pzs.si	ok	MaCoCu-SI-1.0
1058	za-misli.si	ok	MaCoCu-SI-1.0
1059	ludliteratura.si	ok	MaCoCu-SI-1.0
1060	jabuk.si	ok	MaCoCu-SI-1.0
1061	forum.modelarji.com	ok	MaCoCu-SI-1.0
1062	avtomanija.si	ok	MaCoCu-SI-1.0
1063	mojaleta.si	ok	MaCoCu-SI-1.0
1064	intimatemedicine.si	ok	MaCoCu-SI-1.0
1065	tenisportal.si	ok	MaCoCu-SI-1.0
1066	vest.si	ok	MaCoCu-SI-1.0
1067	edusinfo.si	ok	MaCoCu-SI-1.0
1068	bambino.si	ok	MaCoCu-SI-1.0
1069	s5tech.net	ok	MaCoCu-SI-1.0
1070	sigic.si	ok	MaCoCu-SI-1.0
1071	gzs.si	ok	MaCoCu-SI-1.0
1072	kamra.si	ok	MaCoCu-SI-1.0
1073	mediawatch.mirovni-institut.si	ok	MaCoCu-SI-1.0
1074	avto-magazin.metropolitan.si	ok	MaCoCu-SI-1.0
1075	celje.info	ok	MaCoCu-SI-1.0
1076	vozimvolvo.si	ok	MaCoCu-SI-1.0
1077	svetloba.si	ok	MaCoCu-SI-1.0
1078	avtomobilizem.com	ok	MaCoCu-SI-1.0
1079	findinfo.si	ok	MaCoCu-SI-1.0
1080	lit.ijs.si	ok	MaCoCu-SI-1.0
1081	stirikolesniki.si	ok	MaCoCu-SI-1.0
1082	mobile.si	ok	MaCoCu-SI-1.0
1083	blog.uporabnastran.si	ok	MaCoCu-SI-1.0
1084	rokometna-zveza.si	ok	MaCoCu-SI-1.0
1085	igre123.com	ok	MaCoCu-SI-1.0
1086	mm-arhiv.si	ok	MaCoCu-SI-1.0
1087	policija.si	ok	MaCoCu-SI-1.0
1088	avto.finance.si	ok	MaCoCu-SI-1.0
1089	insolvinfo.si	ok	MaCoCu-SI-1.0
1090	arhiv.fokuspokus.si	ok	MaCoCu-SI-1.0
1091	preberite.si	ok	MaCoCu-SI-1.0
1092	zvpl.com	ok	MaCoCu-SI-1.0
1093	telex.si	ok	MaCoCu-SI-1.0
1094	sl.wikiversity.org	ok	MaCoCu-SI-1.0
1095	domzalec.si	ok	MaCoCu-SI-1.0
1096	maxximum.si	ok	MaCoCu-SI-1.0
1097	skupaj.si	ok	MaCoCu-SI-1.0
1098	paradaplesa.si	ok	MaCoCu-SI-1.0
1099	nas-stik.si	ok	MaCoCu-SI-1.0
1100	tehnozvezdje.si	ok	MaCoCu-SI-1.0
1101	morel.si	ok	MaCoCu-SI-1.0
1102	rastline.com	ok	MaCoCu-SI-1.0
1103	arhiv.gorenjskiglas.si	ok	MaCoCu-SI-1.0
1104	gore-ljudje.si	ok	MaCoCu-SI-1.0
1105	dolenjskilist.si	ok	MaCoCu-SI-1.0
1106	varcevanje-energije.si	ok	MaCoCu-SI-1.0
1107	volan.si	ok	MaCoCu-SI-1.0
1108	izvozniki.finance.si	ok	MaCoCu-SI-1.0
1109	profanity.si	ok	MaCoCu-SI-1.0
1110	ekipa.svet24.si	ok	MaCoCu-SI-1.0
1111	realmadrid.si	ok	MaCoCu-SI-1.0
1112	bajta.si	ok	MaCoCu-SI-1.0
1113	vzmd.si	ok	MaCoCu-SI-1.0
1114	bukla.si	ok	MaCoCu-SI-1.0
1115	edus.iusinfo.si	ok	MaCoCu-SI-1.0
1116	amzs.si	ok	MaCoCu-SI-1.0
1117	slovenec.org	ok	MaCoCu-SI-1.0
1118	vlaki.info	ok	MaCoCu-SI-1.0
1119	elle.metropolitan.si	ok	MaCoCu-SI-1.0
1120	ezb.ijs.si	ok	MaCoCu-SI-1.0
1121	regionalgoriska.si	ok	MaCoCu-SI-1.0
1122	narobe.si	ok	MaCoCu-SI-1.0
1123	wiki.fkkt.uni-lj.si	ok	MaCoCu-SI-1.0
1124	snportal.si	ok	MaCoCu-SI-1.0
1125	audio-kontakt.com	ok	MaCoCu-SI-1.0
1126	omisli.si	ok	MaCoCu-SI-1.0
1127	bralnica.com	ok	MaCoCu-SI-1.0
1128	smucisca.net	ok	MaCoCu-SI-1.0
1129	e-fotografija.si	ok	MaCoCu-SI-1.0
1130	smar-team-org.si	ok	MaCoCu-SI-1.0
1131	nsdlu.si	ok	MaCoCu-SI-1.0
1132	pefprints.pef.uni-lj.si	ok	MaCoCu-SI-1.0
1133	gorenjskiglas.si	ok	MaCoCu-SI-1.0
1134	mimovrste.com	ok	MaCoCu-SI-1.0
1135	old.nuk.uni-lj.si	ok	MaCoCu-SI-1.0
1136	mojkraj.info	ok	MaCoCu-SI-1.0
1137	ljubljana.si	ok	MaCoCu-SI-1.0
1138	jw.org	ok	MaCoCu-SI-1.0
1139	renault-klub.si	ok	MaCoCu-SI-1.0
1140	teniska-zveza.si	ok	MaCoCu-SI-1.0
1141	had.si	ok	MaCoCu-SI-1.0
1142	sa-agencija.si	ok	MaCoCu-SI-1.0
1143	notranjskoprimorske.si	ok	MaCoCu-SI-1.0
1144	primerjam.si	ok	MaCoCu-SI-1.0
1145	dj-slovenija.si	ok	MaCoCu-SI-1.0
1146	avto-fokus.si	ok	MaCoCu-SI-1.0
1147	bogastvozdravja.si	ok	MaCoCu-SI-1.0
1148	dobreknjige.si	ok	MaCoCu-SI-1.0
1149	student.si	ok	MaCoCu-SI-1.0
1150	podarimo.si	ok	MaCoCu-SI-1.0
1151	dobrakarma.si	ok	MaCoCu-SI-1.0
1152	tednik.si	ok	MaCoCu-SI-1.0
1153	vecer.com	ok	MaCoCu-SI-1.0
1154	druzina.si	ok	MaCoCu-SI-1.0
1155	domzalske-novice.si	ok	MaCoCu-SI-1.0
1156	pomagamo-zivalim.si	ok	MaCoCu-SI-1.0
1157	airbeletrina.si	ok	MaCoCu-SI-1.0
1158	rocker.si	ok	MaCoCu-SI-1.0
1159	podjetnik.si	ok	MaCoCu-SI-1.0
1160	dostop.si	ok	MaCoCu-SI-1.0
1161	sls.si	ok	MaCoCu-SI-1.0
1162	nijz.si	ok	MaCoCu-SI-1.0
1163	tekaskiforum.net	ok	MaCoCu-SI-1.0
1164	cosmopolitan.metropolitan.si	ok	MaCoCu-SI-1.0
1165	bodieko.si	ok	MaCoCu-SI-1.0
1166	posavskiobzornik.si	ok	MaCoCu-SI-1.0
1167	24kul.si	ok	MaCoCu-SI-1.0
1168	lunin.net	ok	MaCoCu-SI-1.0
1169	poslovni-bazar.si	ok	MaCoCu-SI-1.0
1170	lokalne-ajdovscina.si	ok	MaCoCu-SI-1.0
1171	metinalista.si	ok	MaCoCu-SI-1.0
1172	mojpogled.com	ok	MaCoCu-SI-1.0
1173	enavtika.si	ok	MaCoCu-SI-1.0
1174	sensa.metropolitan.si	ok	MaCoCu-SI-1.0
1175	nomago.si	ok	MaCoCu-SI-1.0
1176	oblizniprste.si	ok	MaCoCu-SI-1.0
1177	kud-logos.si	ok	MaCoCu-SI-1.0
1178	nivaoffroadteam.com	ok	MaCoCu-SI-1.0
1179	zares.si	ok	MaCoCu-SI-1.0
1180	gurman.eu	ok	MaCoCu-SI-1.0
1181	metropolitan.si	ok	MaCoCu-SI-1.0
1182	velenje.com	ok	MaCoCu-SI-1.0
1183	kamnik.info	ok	MaCoCu-SI-1.0
1184	horoskop.si	ok	MaCoCu-SI-1.0
1185	forum.hamradio.si	ok	MaCoCu-SI-1.0
1186	efnet.si	ok	MaCoCu-SI-1.0
1187	rad-dobrojem.si	ok	MaCoCu-SI-1.0
1188	zdravstvena.info	ok	MaCoCu-SI-1.0
1189	svet-el.si	ok	MaCoCu-SI-1.0
1190	nivaoffroadteam.rafter.si	ok	MaCoCu-SI-1.0
1191	podcrto.si	ok	MaCoCu-SI-1.0
1192	avtofil.si	ok	MaCoCu-SI-1.0
1193	zenskisvet.si	ok	MaCoCu-SI-1.0
1194	hervardi.com	ok	MaCoCu-SI-1.0
1195	jskd.si	ok	MaCoCu-SI-1.0
1196	cangura.com	ok	MaCoCu-SI-1.0
1197	socialnidemokrati.si	ok	MaCoCu-SI-1.0
1198	katoliska-cerkev.si	ok	MaCoCu-SI-1.0
1199	dobranovica.si	ok	MaCoCu-SI-1.0
1200	murjeplovec.mojforum.si	ok	MaCoCu-SI-1.0
1201	inst-antonatrstenjaka.si	ok	MaCoCu-SI-1.0
1202	citylife.si	ok	MaCoCu-SI-1.0
1203	lokalec.si	ok	MaCoCu-SI-1.0
1204	topshop.si	ok	MaCoCu-SI-1.0
1205	arhiv.kzs.si	ok	MaCoCu-SI-1.0
1206	tatjana-malec.si	ok	MaCoCu-SI-1.0
1207	data.si	ok	MaCoCu-SI-1.0
1208	rsg.si	ok	MaCoCu-SI-1.0
1209	mislec.net	ok	MaCoCu-SI-1.0
1210	forum-tezave-pomagajmosi.mojforum.si	ok	MaCoCu-SI-1.0
1211	sd-sport.si	ok	MaCoCu-SI-1.0
1212	strankasmc.si	ok	MaCoCu-SI-1.0
1213	fashion.si	ok	MaCoCu-SI-1.0
1214	modna.si	ok	MaCoCu-SI-1.0
1215	mbreport.si	ok	MaCoCu-SI-1.0
1216	parlameter.si	ok	MaCoCu-SI-1.0
1217	ktv-ormoz.si	ok	MaCoCu-SI-1.0
1218	oglasi.si	ok	MaCoCu-SI-1.0
1219	ubuntu.si	ok	MaCoCu-SI-1.0
1220	skupnostobcin.si	ok	MaCoCu-SI-1.0
1221	torekobpetih.si	ok	MaCoCu-SI-1.0
1222	novacebela.mojforum.si	ok	MaCoCu-SI-1.0
1223	sta.si	ok	MaCoCu-SI-1.0
1224	bicikel.com	ok	MaCoCu-SI-1.0
1225	cudovita.si	ok	MaCoCu-SI-1.0
1226	nova-gorica.si	ok	MaCoCu-SI-1.0
1227	ljudmila.org	ok	MaCoCu-SI-1.0
1228	davkoplacevalci.com	ok	MaCoCu-SI-1.0
1229	skofija-sobota.si	ok	MaCoCu-SI-1.0
1230	old.radiostudent.si	ok	MaCoCu-SI-1.0
1231	dobrinasveti.si	ok	MaCoCu-SI-1.0
1232	mojpes.net	ok	MaCoCu-SI-1.0
1233	kozjansko.info	ok	MaCoCu-SI-1.0
1234	merkur.si	ok	MaCoCu-SI-1.0
1235	elektron.si	ok	MaCoCu-SI-1.0
1236	krtina.com	ok	MaCoCu-SI-1.0
1237	gartlc.mojforum.si	ok	MaCoCu-SI-1.0
1238	vrabecanarhist.eu	ok	MaCoCu-SI-1.0
1239	besedilo.si	ok	MaCoCu-SI-1.0
1240	molitev.net	ok	MaCoCu-SI-1.0
1241	zenska.hudo.com	ok	MaCoCu-SI-1.0
1242	eucbeniki.sio.si	ok	MaCoCu-SI-1.0
1243	obramba.com	ok	MaCoCu-SI-1.0
1244	e-kurs.si	ok	MaCoCu-SI-1.0
1245	ipop.si	ok	MaCoCu-SI-1.0
1246	forum.finance.si	ok	MaCoCu-SI-1.0
1247	mc-celje.si	ok	MaCoCu-SI-1.0
1248	adp.fdv.uni-lj.si	ok	MaCoCu-SI-1.0
1249	slonep.net	ok	MaCoCu-SI-1.0
1250	obrazislovenskihpokrajin.si	ok	MaCoCu-SI-1.0
1251	pozareport.si	ok	MaCoCu-SI-1.0
1252	cvek123.com	ok	MaCoCu-SI-1.0
1253	gasilci.org	ok	MaCoCu-SI-1.0
1254	energetika-portal.si	ok	MaCoCu-SI-1.0
1255	travelsdocbox.com	ok	MaCoCu-SI-1.0
1256	stara.odbojka.si	ok	MaCoCu-SI-1.0
1257	ceneje.si	ok	MaCoCu-SI-1.0
1258	igralec.si	ok	MaCoCu-SI-1.0
1259	tocnoto.si	ok	MaCoCu-SI-1.0
1260	kroncek.mojforum.si	ok	MaCoCu-SI-1.0
1261	planetaudio.si	ok	MaCoCu-SI-1.0
1262	toplektura.mojforum.si	ok	MaCoCu-SI-1.0
1263	portal.mss.edus.si	ok	MaCoCu-SI-1.0
1264	tekac.si	ok	MaCoCu-SI-1.0
1265	forum-lov.org	ok	MaCoCu-SI-1.0
1266	fdv.uni-lj.si	ok	MaCoCu-SI-1.0
1267	zps.si	ok	MaCoCu-SI-1.0
1268	zdruzenjeobcin.si	ok	MaCoCu-SI-1.0
1269	geocacher.si	ok	MaCoCu-SI-1.0
1270	podsvojostreho.net	ok	MaCoCu-SI-1.0
1271	uni-lj.si	ok	MaCoCu-SI-1.0
1272	sony.si	ok	MaCoCu-SI-1.0
1273	zastarse.si	ok	MaCoCu-SI-1.0
1274	prlekija-on.net	ok	MaCoCu-SI-1.0
1275	fiat-klub.si	ok	MaCoCu-SI-1.0
1276	agencija-oskar.si	ok	MaCoCu-SI-1.0
1277	povezujemo.si	ok	MaCoCu-SI-1.0
1278	ecco-verde.si	ok	MaCoCu-SI-1.0
1279	info-slovenija.si	ok	MaCoCu-SI-1.0
1280	kresnik.eu	ok	MaCoCu-SI-1.0
1281	up-rs.si	ok	MaCoCu-SI-1.0
1282	sl.google-info.org	ok	MaCoCu-SI-1.0
1283	dodogovor.org	ok	MaCoCu-SI-1.0
1284	blog69.si	ok	MaCoCu-SI-1.0
1285	gibanje-ops.com	ok	MaCoCu-SI-1.0
1286	extremevital.com	ok	MaCoCu-SI-1.0
1287	robin.si	ok	MaCoCu-SI-1.0
1288	jesenice.si	ok	MaCoCu-SI-1.0
1289	journals.openedition.org	ok	MaCoCu-SI-1.0
1290	music24.si	ok	MaCoCu-SI-1.0
1291	konoplja.org	ok	MaCoCu-SI-1.0
1292	curia.europa.eu	ok	MaCoCu-SI-1.0
1293	euromobil.si	ok	MaCoCu-SI-1.0
1294	mds-drustvo.si	ok	MaCoCu-SI-1.0
1295	primorski.eu	ok	MaCoCu-SI-1.0
1296	pgdponikva.gz-sentjur.si	ok	MaCoCu-SI-1.0
1297	moski.hudo.com	ok	MaCoCu-SI-1.0
1298	dmslo.si	ok	MaCoCu-SI-1.0
1299	imedi.si	ok	MaCoCu-SI-1.0
1300	www2.fu.uni-lj.si	ok	MaCoCu-SI-1.0
1301	arrs.si	ok	MaCoCu-SI-1.0
1302	slovenia.info	ok	MaCoCu-SI-1.0
1303	revis.openscience.si	ok	MaCoCu-SI-1.0
1304	kitarist.si	ok	MaCoCu-SI-1.0
1305	evsvet.eu	ok	MaCoCu-SI-1.0
1306	inovelmedia.si	ok	MaCoCu-SI-1.0
1307	share-international.net	ok	MaCoCu-SI-1.0
1308	3ksport.si	ok	MaCoCu-SI-1.0
1309	hozana.si	ok	MaCoCu-SI-1.0
1310	peticija.online	ok	MaCoCu-SI-1.0
1311	etransport.si	ok	MaCoCu-SI-1.0
1312	hyde-park.si	ok	MaCoCu-SI-1.0
1313	glitter.si	ok	MaCoCu-SI-1.0
1314	wwwarhiv.ozs.si	ok	MaCoCu-SI-1.0
1315	pespoti.si	ok	MaCoCu-SI-1.0
1316	kraji.eu	ok	MaCoCu-SI-1.0
1317	sos112.si	ok	MaCoCu-SI-1.0
1318	srce-me-povezuje.si	ok	MaCoCu-SI-1.0
1319	vitalabo.si	ok	MaCoCu-SI-1.0
1320	sl.wikibooks.org	ok	MaCoCu-SI-1.0
1321	pag.si	ok	MaCoCu-SI-1.0
1322	tvsrk-11.si	ok	MaCoCu-SI-1.0
1323	careerjet.si	ok	MaCoCu-SI-1.0
1324	emundia.si	ok	MaCoCu-SI-1.0
1325	ilovejudo.com	ok	MaCoCu-SI-1.0
1326	forum.kajkupiti.si	ok	MaCoCu-SI-1.0
1327	radiotomi.si	ok	MaCoCu-SI-1.0
1328	noviglas.eu	ok	MaCoCu-SI-1.0
1329	avdio.ognjisce.si	ok	MaCoCu-SI-1.0
1330	exodus.si	ok	MaCoCu-SI-1.0
1331	mojvideo.com	ok	MaCoCu-SI-1.0
1332	si.rbth.com	ok	MaCoCu-SI-1.0
1333	kajkupiti.si	ok	MaCoCu-SI-1.0
1334	zvvs.si	ok	MaCoCu-SI-1.0
1335	lisac.si	ok	MaCoCu-SI-1.0
1336	buca.si	ok	MaCoCu-SI-1.0
1337	izola.si	ok	MaCoCu-SI-1.0
1338	divine.si	ok	MaCoCu-SI-1.0
1339	recepti.najdi.si	ok	MaCoCu-SI-1.0
1340	eu2008.si	ok	MaCoCu-SI-1.0
1341	avogel.si	ok	MaCoCu-SI-1.0
1342	altstore.si	ok	MaCoCu-SI-1.0
1343	sanje.si	ok	MaCoCu-SI-1.0
1344	porocevalec.ibs.si	ok	MaCoCu-SI-1.0
1345	cinemania-group.si	ok	MaCoCu-SI-1.0
1346	saop.si	ok	MaCoCu-SI-1.0
1347	prc.si	ok	MaCoCu-SI-1.0
1348	trajekt.org	ok	MaCoCu-SI-1.0
1349	aura.ada.si	ok	MaCoCu-SI-1.0
1350	live.finance.si	ok	MaCoCu-SI-1.0
1351	rks.si	ok	MaCoCu-SI-1.0
1352	sveterotike.si	ok	MaCoCu-SI-1.0
1353	rodnagruda.si	ok	MaCoCu-SI-1.0
1354	gape.org	ok	MaCoCu-SI-1.0
1355	safe.si	ok	MaCoCu-SI-1.0
1356	blogvivalavida.com	ok	MaCoCu-SI-1.0
1357	saiorg.si	ok	MaCoCu-SI-1.0
1358	izvoznookno.si	ok	MaCoCu-SI-1.0
1359	maxximum-portal.com	ok	MaCoCu-SI-1.0
1360	test.times.si	ok	MaCoCu-SI-1.0
1361	stres.a.gape.org	ok	MaCoCu-SI-1.0
1362	webshop.schachermayer.com	ok	MaCoCu-SI-1.0
1363	telstar.si	ok	MaCoCu-SI-1.0
1364	arhiv.rlv.si	ok	MaCoCu-SI-1.0
1365	drustvo-mds.si	ok	MaCoCu-SI-1.0
1366	gzdbk.si	ok	MaCoCu-SI-1.0
1367	ro.si	ok	MaCoCu-SI-1.0
1368	pugi.si	ok	MaCoCu-SI-1.0
1369	worldofart.org	ok	MaCoCu-SI-1.0
1370	ijs.si	ok	MaCoCu-SI-1.0
1371	prvalekarna.com	ok	MaCoCu-SI-1.0
1372	scca-ljubljana.si	ok	MaCoCu-SI-1.0
1373	zaps.si	ok	MaCoCu-SI-1.0
1374	goodlifestyle.si	ok	MaCoCu-SI-1.0
1375	si.openprof.com	ok	MaCoCu-SI-1.0
1376	damijan.org	ok	MaCoCu-SI-1.0
1377	red-orbit.si	ok	MaCoCu-SI-1.0
1378	lukazoja.si	ok	MaCoCu-SI-1.0
1379	kibla.org	ok	MaCoCu-SI-1.0
1380	1nadan.si	ok	MaCoCu-SI-1.0
