	domain	comment	source_corpus
405	magicus.info	ok	MaCoCu-HBS-1.0
406	hcl.hr	ok	MaCoCu-HBS-1.0
407	lupiga.com	ok	MaCoCu-HBS-1.0
408	narod.hr	ok	MaCoCu-HBS-1.0
409	forum.tambura.com.hr	ok	MaCoCu-HBS-1.0
410	glas-slavonije.hr	ok	MaCoCu-HBS-1.0
411	srednja.hr	ok	MaCoCu-HBS-1.0
412	miss7zdrava.24sata.hr	ok	MaCoCu-HBS-1.0
413	forum.pcekspert.com	ok	MaCoCu-HBS-1.0
414	goodgame.hr	ok	MaCoCu-HBS-1.0
415	ika.hkm.hr	ok	MaCoCu-HBS-1.0
416	tris.com.hr	ok	MaCoCu-HBS-1.0
417	edusinfo.hr	ok	MaCoCu-HBS-1.0
418	elle.hr	ok	MaCoCu-HBS-1.0
419	istarski.hr	ok	MaCoCu-HBS-1.0
420	crosport.hr	ok	MaCoCu-HBS-1.0
421	teatar.hr	ok	MaCoCu-HBS-1.0
422	vidi.hr	ok	MaCoCu-HBS-1.0
423	netokracija.com	ok	MaCoCu-HBS-1.0
424	novagra.hr	ok	MaCoCu-HBS-1.0
425	pozeska-kronika.hr	ok	MaCoCu-HBS-1.0
426	roditelji.hr	ok	MaCoCu-HBS-1.0
427	katalozi.net	ok	MaCoCu-HBS-1.0
428	sportcom.hr	ok	MaCoCu-HBS-1.0
429	sbplus.hr	ok	MaCoCu-HBS-1.0
430	degiorgi.math.hr	ok	MaCoCu-HBS-1.0
431	zarez.hr	ok	MaCoCu-HBS-1.0
432	libela.org	ok	MaCoCu-HBS-1.0
433	klubskascena.hr	ok	MaCoCu-HBS-1.0
434	itgirl.hr	ok	MaCoCu-HBS-1.0
435	gol.dnevnik.hr	ok	MaCoCu-HBS-1.0
436	index.hr	ok	MaCoCu-HBS-1.0
437	filmski.net	ok	MaCoCu-HBS-1.0
438	glasistre.hr	ok	MaCoCu-HBS-1.0
439	femina.hr	ok	MaCoCu-HBS-1.0
440	crnojaje.hr	ok	MaCoCu-HBS-1.0
441	blog.vecernji.hr	ok	MaCoCu-HBS-1.0
442	forum.mojskuter.com	ok	MaCoCu-HBS-1.0
443	in-portal.hr	ok	MaCoCu-HBS-1.0
444	banke.com.hr	ok	MaCoCu-HBS-1.0
445	jabucnjak.hr	ok	MaCoCu-HBS-1.0
446	energetika-net.com	ok	MaCoCu-HBS-1.0
447	fitness.com.hr	ok	MaCoCu-HBS-1.0
448	cityportal.hr	ok	MaCoCu-HBS-1.0
449	totalinfo.hr	ok	MaCoCu-HBS-1.0
450	stara.suvremena.hr	ok	MaCoCu-HBS-1.0
451	brodportal.hr	ok	MaCoCu-HBS-1.0
452	booksa.hr	ok	MaCoCu-HBS-1.0
453	hfs.hr	ok	MaCoCu-HBS-1.0
454	skijanje.hr	ok	MaCoCu-HBS-1.0
455	galaksija.info	ok	MaCoCu-HBS-1.0
456	lektire.hr	ok	MaCoCu-HBS-1.0
457	glaslike.hr	ok	MaCoCu-HBS-1.0
458	tomablizanac.blogspot.com	ok	MaCoCu-HBS-1.0
459	e-vozila.com	ok	MaCoCu-HBS-1.0
460	matis.hr	ok	MaCoCu-HBS-1.0
461	notarius.hr	ok	MaCoCu-HBS-1.0
462	mok.hr	ok	MaCoCu-HBS-1.0
463	osijek031.com	ok	MaCoCu-HBS-1.0
464	hkm.hr	ok	MaCoCu-HBS-1.0
465	dubrovnikinsider.hr	ok	MaCoCu-HBS-1.0
466	veritas.hr	ok	MaCoCu-HBS-1.0
467	infozona.hr	ok	MaCoCu-HBS-1.0
468	imoart.hr	ok	MaCoCu-HBS-1.0
469	gkr.hr	ok	MaCoCu-HBS-1.0
470	iskrica.tportal.hr	ok	MaCoCu-HBS-1.0
471	totalno.hr	ok	MaCoCu-HBS-1.0
472	turistplus.hr	ok	MaCoCu-HBS-1.0
473	casopiskvaka.com.hr	ok	MaCoCu-HBS-1.0
474	f1.pulsmedia.hr	ok	MaCoCu-HBS-1.0
475	zakon.hr	ok	MaCoCu-HBS-1.0
476	nhs.hr	ok	MaCoCu-HBS-1.0
477	terapija.net	ok	MaCoCu-HBS-1.0
478	vlada.gov.hr	ok	MaCoCu-HBS-1.0
479	portalnovosti.com	ok	MaCoCu-HBS-1.0
480	rirock.com	ok	MaCoCu-HBS-1.0
481	usporedi.hr	ok	MaCoCu-HBS-1.0
482	naturala.hr	ok	MaCoCu-HBS-1.0
483	znet.hr	ok	MaCoCu-HBS-1.0
484	prijatelji-zivotinja.hr	ok	MaCoCu-HBS-1.0
485	crnemambe.hr	ok	MaCoCu-HBS-1.0
486	teklic.hr	ok	MaCoCu-HBS-1.0
487	zg-nadbiskupija.hr	ok	MaCoCu-HBS-1.0
488	hia.com.hr	ok	MaCoCu-HBS-1.0
489	slobodnifilozofski.com	ok	MaCoCu-HBS-1.0
490	mob.hr	ok	MaCoCu-HBS-1.0
491	dorh.hr	ok	MaCoCu-HBS-1.0
492	vizkultura.hr	ok	MaCoCu-HBS-1.0
493	pcchip.hr	ok	MaCoCu-HBS-1.0
494	dubrovnikportal.com	ok	MaCoCu-HBS-1.0
495	konzerva.hr	ok	MaCoCu-HBS-1.0
496	vidilab.com	ok	MaCoCu-HBS-1.0
497	hdtelevizija.com	ok	MaCoCu-HBS-1.0
498	msd-prirucnici.placebo.hr	ok	MaCoCu-HBS-1.0
499	journal.hr	ok	MaCoCu-HBS-1.0
500	old.skolskiportal.hr	ok	MaCoCu-HBS-1.0
501	krenizdravo.hr	ok	MaCoCu-HBS-1.0
502	zadovoljna.dnevnik.hr	ok	MaCoCu-HBS-1.0
503	zadarskanadbiskupija.hr	ok	MaCoCu-HBS-1.0
504	arteist.hr	ok	MaCoCu-HBS-1.0
505	hrv.hr	ok	MaCoCu-HBS-1.0
506	popcorn.hr	ok	MaCoCu-HBS-1.0
507	poljoprivredni-forum.com	ok	MaCoCu-HBS-1.0
508	dubrovnikpress.hr	ok	MaCoCu-HBS-1.0
509	ziher.hr	ok	MaCoCu-HBS-1.0
510	automobili.hr	ok	MaCoCu-HBS-1.0
511	stilistika.org	ok	MaCoCu-HBS-1.0
512	radio.hrt.hr	ok	MaCoCu-HBS-1.0
513	andrejplenkovic.hr	ok	MaCoCu-HBS-1.0
514	hrvatskareprezentacija.hr	ok	MaCoCu-HBS-1.0
515	5portal.hr	ok	MaCoCu-HBS-1.0
516	vasezdravlje.com	ok	MaCoCu-HBS-1.0
517	burzanautike.com	ok	MaCoCu-HBS-1.0
518	radiodalmacija.hr	ok	MaCoCu-HBS-1.0
519	zzjzpgz.hr	ok	MaCoCu-HBS-1.0
520	liberal.hr	ok	MaCoCu-HBS-1.0
521	ideje.hr	ok	MaCoCu-HBS-1.0
522	hrportfolio.hr	ok	MaCoCu-HBS-1.0
523	apartmanija.hr	ok	MaCoCu-HBS-1.0
524	putoholicari.rtl.hr	ok	MaCoCu-HBS-1.0
525	telegram.hr	ok	MaCoCu-HBS-1.0
526	alternativa-za-vas.com	ok	MaCoCu-HBS-1.0
527	glasistrenovine.hr	ok	MaCoCu-HBS-1.0
528	building-body.com	ok	MaCoCu-HBS-1.0
529	duhovnost.net	ok	MaCoCu-HBS-1.0
530	filmovi.hr	ok	MaCoCu-HBS-1.0
531	infotrend.hr	ok	MaCoCu-HBS-1.0
532	moj.hdz.hr	ok	MaCoCu-HBS-1.0
533	matica.hr	ok	MaCoCu-HBS-1.0
534	lokalni.vecernji.hr	ok	MaCoCu-HBS-1.0
535	apoliticni.hr	ok	MaCoCu-HBS-1.0
536	logicno.com	ok	MaCoCu-HBS-1.0
537	forum.stripovi.com	ok	MaCoCu-HBS-1.0
538	kazaliste.hr	ok	MaCoCu-HBS-1.0
539	reboot.hr	ok	MaCoCu-HBS-1.0
540	plivazdravlje.hr	ok	MaCoCu-HBS-1.0
541	hr.metapedia.org	ok	MaCoCu-HBS-1.0
542	kzz.hr	ok	MaCoCu-HBS-1.0
543	rep.hr	ok	MaCoCu-HBS-1.0
544	zabok.hr	ok	MaCoCu-HBS-1.0
545	klasika.hr	ok	MaCoCu-HBS-1.0
546	moj-film.hr	ok	MaCoCu-HBS-1.0
547	ipazin.net	ok	MaCoCu-HBS-1.0
548	kastela.org	ok	MaCoCu-HBS-1.0
549	dzs.ffzg.unizg.hr	ok	MaCoCu-HBS-1.0
550	klub-susacana.hr	ok	MaCoCu-HBS-1.0
551	vatrogasni-portal.com	ok	MaCoCu-HBS-1.0
552	hrastovic-inzenjering.hr	ok	MaCoCu-HBS-1.0
553	porec.hr	ok	MaCoCu-HBS-1.0
554	ekovjesnik.hr	ok	MaCoCu-HBS-1.0
555	gastro.24sata.hr	ok	MaCoCu-HBS-1.0
556	ordinacija.vecernji.hr	ok	MaCoCu-HBS-1.0
557	mameibebe.biz.hr	ok	MaCoCu-HBS-1.0
558	braniteljski-portal.com	ok	MaCoCu-HBS-1.0
559	mixer.hr	ok	MaCoCu-HBS-1.0
560	propisi.hr	ok	MaCoCu-HBS-1.0
561	kult.com.hr	ok	MaCoCu-HBS-1.0
562	hgk.hr	ok	MaCoCu-HBS-1.0
563	seljacionline-forum.com	ok	MaCoCu-HBS-1.0
564	rhzk.hr	ok	MaCoCu-HBS-1.0
565	hemu.lzmk.hr	ok	MaCoCu-HBS-1.0
566	ssmi.hr	ok	MaCoCu-HBS-1.0
567	aukcije.hr	ok	MaCoCu-HBS-1.0
568	audiofil.net	ok	MaCoCu-HBS-1.0
569	sibenskiportal.hr	ok	MaCoCu-HBS-1.0
570	dragovoljac.com	ok	MaCoCu-HBS-1.0
571	vojni-ordinarijat.hr	ok	MaCoCu-HBS-1.0
572	tockanai.hr	ok	MaCoCu-HBS-1.0
573	smn.hr	ok	MaCoCu-HBS-1.0
574	vukovar.hr	ok	MaCoCu-HBS-1.0
575	plesnascena.hr	ok	MaCoCu-HBS-1.0
576	varazdinske-vijesti.hr	ok	MaCoCu-HBS-1.0
577	poliklinika-harni.hr	ok	MaCoCu-HBS-1.0
578	dubrovacka-biskupija.hr	ok	MaCoCu-HBS-1.0
579	hrturizam.hr	ok	MaCoCu-HBS-1.0
580	biologija.com.hr	ok	MaCoCu-HBS-1.0
581	mint.gov.hr	ok	MaCoCu-HBS-1.0
582	d-a-z.hr	ok	MaCoCu-HBS-1.0
583	hrvatski-fokus.hr	ok	MaCoCu-HBS-1.0
584	hifimedia.hr	ok	MaCoCu-HBS-1.0
585	redovnistvo.hr	ok	MaCoCu-HBS-1.0
586	trebam.hr	ok	MaCoCu-HBS-1.0
587	cuvarkuca.hr	ok	MaCoCu-HBS-1.0
588	rrif.hr	ok	MaCoCu-HBS-1.0
589	stripovi.com	ok	MaCoCu-HBS-1.0
590	civilnodrustvo.hr	ok	MaCoCu-HBS-1.0
591	pressedan.unin.hr	ok	MaCoCu-HBS-1.0
592	grazia.hr	ok	MaCoCu-HBS-1.0
593	vitamini.hr	ok	MaCoCu-HBS-1.0
594	glam.hr	ok	MaCoCu-HBS-1.0
595	split.hr	ok	MaCoCu-HBS-1.0
596	direktno.hr	ok	MaCoCu-HBS-1.0
597	povijest.net	ok	MaCoCu-HBS-1.0
598	zupskiportal.hr	ok	MaCoCu-HBS-1.0
599	agroportal.hr	ok	MaCoCu-HBS-1.0
600	naucat.com	ok	MaCoCu-HBS-1.0
601	culturenet.hr	ok	MaCoCu-HBS-1.0
602	glas.hr	ok	MaCoCu-HBS-1.0
603	sport023.hr	ok	MaCoCu-HBS-1.0
604	wordplanet.org	ok	MaCoCu-HBS-1.0
605	poduckun.net	ok	MaCoCu-HBS-1.0
606	indizajn.rtl.hr	ok	MaCoCu-HBS-1.0
607	linuxzasve.com	ok	MaCoCu-HBS-1.0
608	mirovina.hr	ok	MaCoCu-HBS-1.0
609	drumtidam.hr	ok	MaCoCu-HBS-1.0
610	zagorje.com	ok	MaCoCu-HBS-1.0
611	imamopravoznati.org	ok	MaCoCu-HBS-1.0
612	nosf.sfera.hr	ok	MaCoCu-HBS-1.0
613	crometeo.hr	ok	MaCoCu-HBS-1.0
614	medjimurjepress.net	ok	MaCoCu-HBS-1.0
615	zdravstveniodgoj.com	ok	MaCoCu-HBS-1.0
616	skole.hr	ok	MaCoCu-HBS-1.0
617	vusz.hr	ok	MaCoCu-HBS-1.0
618	sbperiskop.net	ok	MaCoCu-HBS-1.0
619	planb.hr	ok	MaCoCu-HBS-1.0
620	music-box.hr	ok	MaCoCu-HBS-1.0
621	voxfeminae.net	ok	MaCoCu-HBS-1.0
622	biblija.biblija-govori.hr	ok	MaCoCu-HBS-1.0
623	mojahrvatska.vecernji.hr	ok	MaCoCu-HBS-1.0
624	lepoglava.net	ok	MaCoCu-HBS-1.0
625	security.foi.hr	ok	MaCoCu-HBS-1.0
626	ferata.hr	ok	MaCoCu-HBS-1.0
627	medjugorje.hr	ok	MaCoCu-HBS-1.0
628	grad-krk.hr	ok	MaCoCu-HBS-1.0
629	fondovi.hr	ok	MaCoCu-HBS-1.0
630	goodtalking.hr	ok	MaCoCu-HBS-1.0
631	zdravobudi.hr	ok	MaCoCu-HBS-1.0
632	wish.hr	ok	MaCoCu-HBS-1.0
633	nacionalniportal.hr	ok	MaCoCu-HBS-1.0
634	usscroatia.hr	ok	MaCoCu-HBS-1.0
635	havc.hr	ok	MaCoCu-HBS-1.0
636	autograf.hr	ok	MaCoCu-HBS-1.0
637	fraktura.hr	ok	MaCoCu-HBS-1.0
638	book.hr	ok	MaCoCu-HBS-1.0
639	drame.hr	ok	MaCoCu-HBS-1.0
640	geek.hr	ok	MaCoCu-HBS-1.0
641	menu.hr	ok	MaCoCu-HBS-1.0
642	oaza-bm.hr	ok	MaCoCu-HBS-1.0
643	pcekspert.com	ok	MaCoCu-HBS-1.0
644	korak.com.hr	ok	MaCoCu-HBS-1.0
645	brijacnica.com	ok	MaCoCu-HBS-1.0
646	rsp.hr	ok	MaCoCu-HBS-1.0
647	arhiva.mobil.hr	ok	MaCoCu-HBS-1.0
648	groupie.hr	ok	MaCoCu-HBS-1.0
649	ngbuntovnici.hr	ok	MaCoCu-HBS-1.0
650	exdeo.net	ok	MaCoCu-HBS-1.0
651	cropc.net	ok	MaCoCu-HBS-1.0
652	sat-multimedia.com	ok	MaCoCu-HBS-1.0
653	linux.hr	ok	MaCoCu-HBS-1.0
654	plavakamenica.hr	ok	MaCoCu-HBS-1.0
655	kerigma-pia.hr	ok	MaCoCu-HBS-1.0
656	tvrtke.hr	ok	MaCoCu-HBS-1.0
657	historiografija.hr	ok	MaCoCu-HBS-1.0
658	radnickafronta.hr	ok	MaCoCu-HBS-1.0
659	emajstor.hr	ok	MaCoCu-HBS-1.0
660	zna.hr	ok	MaCoCu-HBS-1.0
661	ecco-verde.hr	ok	MaCoCu-HBS-1.0
662	zooplus.hr	ok	MaCoCu-HBS-1.0
663	maz.hr	ok	MaCoCu-HBS-1.0
664	torpedo.media	ok	MaCoCu-HBS-1.0
665	proleksis.lzmk.hr	ok	MaCoCu-HBS-1.0
666	slatkopedija.hr	ok	MaCoCu-HBS-1.0
667	igranje.hr	ok	MaCoCu-HBS-1.0
668	nova-akropola.com	ok	MaCoCu-HBS-1.0
669	huknet1.hr	ok	MaCoCu-HBS-1.0
670	obitelj-malih-marija.com	ok	MaCoCu-HBS-1.0
671	fot-o-grafiti.hr	ok	MaCoCu-HBS-1.0
672	wall.hr	ok	MaCoCu-HBS-1.0
673	rezerviraj.hr	ok	MaCoCu-HBS-1.0
674	croatia.org	ok	MaCoCu-HBS-1.0
675	aktivirajkarlovac.net	ok	MaCoCu-HBS-1.0
676	koval.hr	ok	MaCoCu-HBS-1.0
677	forum.soulsaver.hr	ok	MaCoCu-HBS-1.0
678	mojkvart.hr	ok	MaCoCu-HBS-1.0
679	tribun.hr	ok	MaCoCu-HBS-1.0
680	blog.hr	ok	MaCoCu-HBS-1.0
681	hcsp.hr	ok	MaCoCu-HBS-1.0
682	lider.media	ok	MaCoCu-HBS-1.0
683	hoopster.hr	ok	MaCoCu-HBS-1.0
684	rudinapress.hr	ok	MaCoCu-HBS-1.0
685	vjeraidjela.com	ok	MaCoCu-HBS-1.0
686	david-udruga.hr	ok	MaCoCu-HBS-1.0
687	pitajmamu.hr	ok	MaCoCu-HBS-1.0
688	pjesmicezadjecu.com	ok	MaCoCu-HBS-1.0
689	sysportal.carnet.hr	ok	MaCoCu-HBS-1.0
690	moravek.org	ok	MaCoCu-HBS-1.0
691	ponudadana.hr	ok	MaCoCu-HBS-1.0
692	tehnika.lzmk.hr	ok	MaCoCu-HBS-1.0
693	magnifikat.hr	ok	MaCoCu-HBS-1.0
694	mojekrpice.hr	ok	MaCoCu-HBS-1.0
695	oblizeki.com	ok	MaCoCu-HBS-1.0
696	novo.hr	ok	MaCoCu-HBS-1.0
697	kigo.hr	ok	MaCoCu-HBS-1.0
698	progressive.com.hr	ok	MaCoCu-HBS-1.0
699	trusty.hr	ok	MaCoCu-HBS-1.0
700	balkans.aljazeera.net	ok	MaCoCu-HBS-1.0
701	brickzine.hr	ok	MaCoCu-HBS-1.0
702	google.hr	ok	MaCoCu-HBS-1.0
703	support.apple.com	ok	MaCoCu-HBS-1.0
704	jeftinije.hr	ok	MaCoCu-HBS-1.0
705	adventisti.hr	ok	MaCoCu-HBS-1.0
706	tvornicazdravehrane.com	ok	MaCoCu-HBS-1.0
707	icv.hr	ok	MaCoCu-HBS-1.0
708	rastimougospodinu.com	ok	MaCoCu-HBS-1.0
709	formula1-dictionary.net	ok	MaCoCu-HBS-1.0
710	startnews.hr	ok	MaCoCu-HBS-1.0
711	istiniteprice.com	ok	MaCoCu-HBS-1.0
712	female.hr	ok	MaCoCu-HBS-1.0
713	hrvatski-vojnik.hr	ok	MaCoCu-HBS-1.0
714	globalnovine.eu	ok	MaCoCu-HBS-1.0
715	istineilaziohrani.blogspot.com	ok	MaCoCu-HBS-1.0
716	posusje.net	ok	MaCoCu-HBS-1.0
717	misljenja.hr	ok	MaCoCu-HBS-1.0
718	djsport.hr	ok	MaCoCu-HBS-1.0
719	omizio.com	ok	MaCoCu-HBS-1.0
720	intimatemedicine.com.hr	ok	MaCoCu-HBS-1.0
721	ambalaza.hr	ok	MaCoCu-HBS-1.0
722	effect.hr	ok	MaCoCu-HBS-1.0
723	libellus.hr	ok	MaCoCu-HBS-1.0
724	patrologija.com	ok	MaCoCu-HBS-1.0
725	rodoslovlje.hr	ok	MaCoCu-HBS-1.0
726	gradiste.com	ok	MaCoCu-HBS-1.0
727	forum.joomla.hr	ok	MaCoCu-HBS-1.0
728	diy-audio.com.hr	ok	MaCoCu-HBS-1.0
729	revijahak.hr	ok	MaCoCu-HBS-1.0
730	biobio.hr	ok	MaCoCu-HBS-1.0
731	obris.org	ok	MaCoCu-HBS-1.0
732	plantea.com.hr	ok	MaCoCu-HBS-1.0
733	zebra.hr	ok	MaCoCu-HBS-1.0
734	e.math.hr	ok	MaCoCu-HBS-1.0
735	svijet-kvalitete.com	ok	MaCoCu-HBS-1.0
736	stav.cenzura.hr	ok	MaCoCu-HBS-1.0
737	splendordomini.blogspot.com	ok	MaCoCu-HBS-1.0
738	forum.abchepatitis.com.hr	ok	MaCoCu-HBS-1.0
739	povijest.hr	ok	MaCoCu-HBS-1.0
740	eskola.chem.pmf.hr	ok	MaCoCu-HBS-1.0
741	mobil.hr	ok	MaCoCu-HBS-1.0
742	apartmaninfo.hr	ok	MaCoCu-HBS-1.0
743	nsf-journal.hr	ok	MaCoCu-HBS-1.0
744	anarhisticka-biblioteka.net	ok	MaCoCu-HBS-1.0
745	crowave.com	ok	MaCoCu-HBS-1.0
746	plaviured.hr	ok	MaCoCu-HBS-1.0
747	brendfulness.com	ok	MaCoCu-HBS-1.0
748	bmwautoklub.hr	ok	MaCoCu-HBS-1.0
749	izradastranica.info	ok	MaCoCu-HBS-1.0
750	wishmama.hr	ok	MaCoCu-HBS-1.0
751	hrvatskiglas-berlin.eu	ok	MaCoCu-HBS-1.0
752	hrvatskonebo.org	ok	MaCoCu-HBS-1.0
753	idoc.pub	ok	MaCoCu-HBS-1.0
754	athena.muo.hr	ok	MaCoCu-HBS-1.0
755	nacionalno.hr	ok	MaCoCu-HBS-1.0
756	shopbuilder.hr	ok	MaCoCu-HBS-1.0
757	vid.hr	ok	MaCoCu-HBS-1.0
758	zenskikutak.hr	ok	MaCoCu-HBS-1.0
759	green.hr	ok	MaCoCu-HBS-1.0
760	blog.meteo-info.hr	ok	MaCoCu-HBS-1.0
761	monfortanci.com	ok	MaCoCu-HBS-1.0
762	szssplit.hr	ok	MaCoCu-HBS-1.0
763	christusrexhrvatska.blogspot.com	ok	MaCoCu-HBS-1.0
764	ec.europa.eu	ok	MaCoCu-HBS-1.0
765	poskok.info	ok	MaCoCu-HBS-1.0
766	stav.com.hr	ok	MaCoCu-HBS-1.0
767	suvremenazena.hr	ok	MaCoCu-HBS-1.0
768	medioteka.hr	ok	MaCoCu-HBS-1.0
769	cimerfraj.hr	ok	MaCoCu-HBS-1.0
770	diyaudio.com.hr	ok	MaCoCu-HBS-1.0
771	savjetnikuspjeha.com	ok	MaCoCu-HBS-1.0
772	digitalno.eu	ok	MaCoCu-HBS-1.0
773	superportal.hr	ok	MaCoCu-HBS-1.0
774	kapitalac.wordpress.com	ok	MaCoCu-HBS-1.0
775	nszssh.hr	ok	MaCoCu-HBS-1.0
776	tripologia.com	ok	MaCoCu-HBS-1.0
777	markopolosport.net	ok	MaCoCu-HBS-1.0
778	ramiro.hr	ok	MaCoCu-HBS-1.0
779	proteka.hr	ok	MaCoCu-HBS-1.0
780	party.hr	ok	MaCoCu-HBS-1.0
781	tockanai.net	ok	MaCoCu-HBS-1.0
782	mojmag.com	ok	MaCoCu-HBS-1.0
783	regate.com.hr	ok	MaCoCu-HBS-1.0
784	hvm.mdc.hr	ok	MaCoCu-HBS-1.0
785	gkc-petrinja.hr	ok	MaCoCu-HBS-1.0
786	soundguardian.com	ok	MaCoCu-HBS-1.0
787	ljubavni-oglasnik.net	ok	MaCoCu-HBS-1.0
788	donbosco.hr	ok	MaCoCu-HBS-1.0
789	bus.hr	ok	MaCoCu-HBS-1.0
790	manager.hr	ok	MaCoCu-HBS-1.0
791	vanipedia.org	ok	MaCoCu-HBS-1.0
792	edupoint.carnet.hr	ok	MaCoCu-HBS-1.0
793	turistickeprice.hr	ok	MaCoCu-HBS-1.0
794	plantagea.hr	ok	MaCoCu-HBS-1.0
795	vkkrka.hr	ok	MaCoCu-HBS-1.0
796	rossovka.blog.hr	ok	MaCoCu-HBS-1.0
797	zgkult.eu	ok	MaCoCu-HBS-1.0
798	trcanje.hr	ok	MaCoCu-HBS-1.0
799	nismosame.com	ok	MaCoCu-HBS-1.0
800	suradancer.com	ok	MaCoCu-HBS-1.0
801	100posto.hr	ok	MaCoCu-HBS-1.0
802	ravnododna.com	ok	MaCoCu-HBS-1.0
803	rastimo-u-vjeri.com	ok	MaCoCu-HBS-1.0
804	ictbusiness.info	ok	MaCoCu-HBS-1.0
805	megabooker.hr	ok	MaCoCu-HBS-1.0
806	edoc.sabor.hr	ok	MaCoCu-HBS-1.0
807	mail.drame.hr	ok	MaCoCu-HBS-1.0
808	wsurf.net	ok	MaCoCu-HBS-1.0
809	izvoz.gov.hr	ok	MaCoCu-HBS-1.0
810	epoha.com.hr	ok	MaCoCu-HBS-1.0
811	vitalabo.hr	ok	MaCoCu-HBS-1.0
812	oslobadjanje.com	ok	MaCoCu-HBS-1.0
813	danica.hr	ok	MaCoCu-HBS-1.0
814	elegant.hr	ok	MaCoCu-HBS-1.0
815	zivotna-skola.eu	ok	MaCoCu-HBS-1.0
816	ratnakronikasplita.com	ok	MaCoCu-HBS-1.0
817	volim-meso.hr	ok	MaCoCu-HBS-1.0
818	zdenac.org	ok	MaCoCu-HBS-1.0
819	hcjz.hr	ok	MaCoCu-HBS-1.0
820	astrotarot.eu	ok	MaCoCu-HBS-1.0
821	cukar.com.hr	ok	MaCoCu-HBS-1.0
822	hagio.hr	ok	MaCoCu-HBS-1.0
823	stari.dizajn.hr	ok	MaCoCu-HBS-1.0
824	zuti-titl.com	ok	MaCoCu-HBS-1.0
825	cromalternativemoney.org	ok	MaCoCu-HBS-1.0
826	novasol.hr	ok	MaCoCu-HBS-1.0
827	iusinfo.hr	ok	MaCoCu-HBS-1.0
828	womeninadria.com	ok	MaCoCu-HBS-1.0
829	elegancereef.com	ok	MaCoCu-HBS-1.0
830	rogotin.hr	ok	MaCoCu-HBS-1.0
831	smartphonehrvatska.com	ok	MaCoCu-HBS-1.0
832	zes-split.hr	ok	MaCoCu-HBS-1.0
833	hoplon.hr	ok	MaCoCu-HBS-1.0
834	zicer.hr	ok	MaCoCu-HBS-1.0
835	burza.com.hr	ok	MaCoCu-HBS-1.0
836	mimladi.hr	ok	MaCoCu-HBS-1.0
837	girlygirliness.blogspot.com	ok	MaCoCu-HBS-1.0
838	sound-news.net	ok	MaCoCu-HBS-1.0
839	sjedi5.com	ok	MaCoCu-HBS-1.0
840	dvoznak.com	ok	MaCoCu-HBS-1.0
841	alternativa-forum.com	ok	MaCoCu-HBS-1.0
842	jglobitelj.hr	ok	MaCoCu-HBS-1.0
843	phralipen.hr	ok	MaCoCu-HBS-1.0
844	lokalpatrioti-rijeka.com	ok	MaCoCu-HBS-1.0
845	recenzijefilmova.com	ok	MaCoCu-HBS-1.0
846	vauvau.net	ok	MaCoCu-HBS-1.0
847	ombudsman.hr	ok	MaCoCu-HBS-1.0
848	sanjarica.hr	ok	MaCoCu-HBS-1.0
849	gayiskreno.blogspot.com	ok	MaCoCu-HBS-1.0
850	monitor.hr	ok	MaCoCu-HBS-1.0
851	suvremena.hr	ok	MaCoCu-HBS-1.0
852	labinskakomuna.eu	ok	MaCoCu-HBS-1.0
853	marker.hr	ok	MaCoCu-HBS-1.0
854	possector.hr	ok	MaCoCu-HBS-1.0
855	dblog.hr	ok	MaCoCu-HBS-1.0
856	srce.unizg.hr	ok	MaCoCu-HBS-1.0
857	akademija-art.hr	ok	MaCoCu-HBS-1.0
858	medikus.hr	ok	MaCoCu-HBS-1.0
859	libido.hr	ok	MaCoCu-HBS-1.0
860	hotspots.net.hr	ok	MaCoCu-HBS-1.0
861	novalja.cool	ok	MaCoCu-HBS-1.0
862	arbona.hr	ok	MaCoCu-HBS-1.0
863	zabavni.hr	ok	MaCoCu-HBS-1.0
864	manjgura.hr	ok	MaCoCu-HBS-1.0
865	usluga.hr	ok	MaCoCu-HBS-1.0
866	putujmojeftino.com	ok	MaCoCu-HBS-1.0
867	pinova.hr	ok	MaCoCu-HBS-1.0
868	show.hr	ok	MaCoCu-HBS-1.0
869	muzevnibudite.com	ok	MaCoCu-HBS-1.0
870	thursdaycooking.com.hr	ok	MaCoCu-HBS-1.0
871	vjeko-rwanda.info	ok	MaCoCu-HBS-1.0
872	skac.hr	ok	MaCoCu-HBS-1.0
873	venia-mag.net	ok	MaCoCu-HBS-1.0
874	svjetlanavalentic-enky.com	ok	MaCoCu-HBS-1.0
875	hvar.hr	ok	MaCoCu-HBS-1.0
876	knjiga-znanja-veda.hr	ok	MaCoCu-HBS-1.0
877	malinca.hr	ok	MaCoCu-HBS-1.0
878	paraf.hr	ok	MaCoCu-HBS-1.0
879	bravo.hr	ok	MaCoCu-HBS-1.0
880	forum.f1-hr.com	ok	MaCoCu-HBS-1.0
881	eurosmijeh.blog.hr	ok	MaCoCu-HBS-1.0
882	hull.hr	ok	MaCoCu-HBS-1.0
883	internetzarada.org	ok	MaCoCu-HBS-1.0
884	3sporta.com	ok	MaCoCu-HBS-1.0
885	fantasy-hr.com	ok	MaCoCu-HBS-1.0
886	svjedocanstva.com	ok	MaCoCu-HBS-1.0
887	likechocolate.net	ok	MaCoCu-HBS-1.0
888	zupcica.hr	ok	MaCoCu-HBS-1.0
